"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","itemA","itemB","categoryA","categoryB","slider_start","correct","feedback","age","ethnicity","gender","race"
"","","","","","html-slider-response","19","2.0.0","257553","5FE966006AB04985854AE24200956D7B","517ffb85-ffd5-4ed7-9476-9e6f111472a8","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_16","7003","<p style=""font-size: 32px;"">Consider these two events: <strong>feeling sick</strong>
                   <span style=""font-size: 32px"">and <strong>sitting down</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>feeling sick</strong> and <strong>sitting down</strong>?</span></p>","65","","feel sick","sit down","bio","act","50","","","","","",""
"","","","","","html-slider-response","20","2.0.0","262939","5FE966006AB04985854AE24200956D7B","517ffb85-ffd5-4ed7-9476-9e6f111472a8","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_17","5133","<p style=""font-size: 32px;"">Consider these two events: <strong>feeling hungry</strong>
                   <span style=""font-size: 32px"">and <strong>jumping up and down</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>feeling hungry</strong> and <strong>jumping up and down</strong>?</span></p>","0","","feel hungry","jump up and down","bio","act","50","","","","","",""
"","","","","","html-slider-response","21","2.0.0","269506","5FE966006AB04985854AE24200956D7B","517ffb85-ffd5-4ed7-9476-9e6f111472a8","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_18","6312","<p style=""font-size: 32px;"">Consider these two events: <strong>remembering something</strong>
                   <span style=""font-size: 32px"">and <strong>kicking something</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>remembering something</strong> and <strong>kicking something</strong>?</span></p>","0","","remember something","kick something","cog","act","50","","","","","",""
"","","","","","html-slider-response","22","2.0.0","277218","5FE966006AB04985854AE24200956D7B","517ffb85-ffd5-4ed7-9476-9e6f111472a8","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_19","7458","<p style=""font-size: 32px;"">Consider these two events: <strong>feeling scared</strong>
                   <span style=""font-size: 32px"">and <strong>taking a walk</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>feeling scared</strong> and <strong>taking a walk</strong>?</span></p>","14","","feel scared","take a walk","bio","act","50","","","","","",""
"","","","","","html-slider-response","23","2.0.0","284310","5FE966006AB04985854AE24200956D7B","517ffb85-ffd5-4ed7-9476-9e6f111472a8","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_20","6838","<p style=""font-size: 32px;"">Consider these two events: <strong>taking a walk</strong>
                   <span style=""font-size: 32px"">and <strong>thinking about something</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>taking a walk</strong> and <strong>thinking about something</strong>?</span></p>","50","","take a walk","think about something","act","cog","50","","","","","",""
"","","","","","html-slider-response","24","2.0.0","299130","5FE966006AB04985854AE24200956D7B","517ffb85-ffd5-4ed7-9476-9e6f111472a8","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_21","14567","<p style=""font-size: 32px;"">Consider these two events: <strong>remembering something</strong>
                   <span style=""font-size: 32px"">and <strong>feeling scared</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>remembering something</strong> and <strong>feeling scared</strong>?</span></p>","40","","remember something","feel scared","cog","bio","50","","","","","",""
"","","","","","html-slider-response","25","2.0.0","305059","5FE966006AB04985854AE24200956D7B","517ffb85-ffd5-4ed7-9476-9e6f111472a8","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_22","5675","<p style=""font-size: 32px;"">Consider these two events: <strong>taking a walk</strong>
                   <span style=""font-size: 32px"">and <strong>feeling scared</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>taking a walk</strong> and <strong>feeling scared</strong>?</span></p>","35","","take a walk","feel scared","act","bio","50","","","","","",""
"","","","","","html-slider-response","26","2.0.0","313687","5FE966006AB04985854AE24200956D7B","517ffb85-ffd5-4ed7-9476-9e6f111472a8","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_23","8375","<p style=""font-size: 32px;"">Consider these two events: <strong>seeing something</strong>
                   <span style=""font-size: 32px"">and <strong>choosing what to do</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>seeing something</strong> and <strong>choosing what to do</strong>?</span></p>","98","","see something","choose what to do","cog","cog","50","","","","","",""
"","","","","","html-slider-response","27","2.0.0","320891","5FE966006AB04985854AE24200956D7B","517ffb85-ffd5-4ed7-9476-9e6f111472a8","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_24","6951","<p style=""font-size: 32px;"">Consider these two events: <strong>kicking something</strong>
                   <span style=""font-size: 32px"">and <strong>seeing something</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>kicking something</strong> and <strong>seeing something</strong>?</span></p>","7","","kick something","see something","act","cog","50","","","","","",""
"","","","","","html-slider-response","28","2.0.0","330682","5FE966006AB04985854AE24200956D7B","517ffb85-ffd5-4ed7-9476-9e6f111472a8","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_25","9536","<p style=""font-size: 32px;"">Consider these two events: <strong>taking a walk</strong>
                   <span style=""font-size: 32px"">and <strong>feeling pain</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>taking a walk</strong> and <strong>feeling pain</strong>?</span></p>","39","","take a walk","feel pain","act","bio","50","","","","","",""
"","","","","","html-slider-response","29","2.0.0","338798","5FE966006AB04985854AE24200956D7B","517ffb85-ffd5-4ed7-9476-9e6f111472a8","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_26","7863","<p style=""font-size: 32px;"">Consider these two events: <strong>hearing something</strong>
                   <span style=""font-size: 32px"">and <strong>seeing something</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>hearing something</strong> and <strong>seeing something</strong>?</span></p>","100","","hear something","see something","cog","cog","50","","","","","",""
"","","","","","html-slider-response","30","2.0.0","345817","5FE966006AB04985854AE24200956D7B","517ffb85-ffd5-4ed7-9476-9e6f111472a8","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_27","6765","<p style=""font-size: 32px;"">Consider these two events: <strong>reaching for something</strong>
                   <span style=""font-size: 32px"">and <strong>kicking something</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>reaching for something</strong> and <strong>kicking something</strong>?</span></p>","74","","reach for something","kick something","act","act","50","","","","","",""
"","","","","","html-slider-response","31","2.0.0","354397","5FE966006AB04985854AE24200956D7B","517ffb85-ffd5-4ed7-9476-9e6f111472a8","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_28","8327","<p style=""font-size: 32px;"">Consider these two events: <strong>jumping up and down</strong>
                   <span style=""font-size: 32px"">and <strong>seeing something</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>jumping up and down</strong> and <strong>seeing something</strong>?</span></p>","0","","jump up and down","see something","act","cog","50","","","","","",""
"","","","","","html-slider-response","32","2.0.0","360853","5FE966006AB04985854AE24200956D7B","517ffb85-ffd5-4ed7-9476-9e6f111472a8","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_29","6202","<p style=""font-size: 32px;"">Consider these two events: <strong>hearing something</strong>
                   <span style=""font-size: 32px"">and <strong>feeling hungry</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>hearing something</strong> and <strong>feeling hungry</strong>?</span></p>","0","","hear something","feel hungry","cog","bio","50","","","","","",""
"","","","","","html-slider-response","33","2.0.0","371590","5FE966006AB04985854AE24200956D7B","517ffb85-ffd5-4ed7-9476-9e6f111472a8","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_30","10484","<p style=""font-size: 32px;"">Consider these two events: <strong>feeling pain</strong>
                   <span style=""font-size: 32px"">and <strong>choosing what to do</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>feeling pain</strong> and <strong>choosing what to do</strong>?</span></p>","0","","feel pain","choose what to do","bio","cog","50","","","","","",""
"","","","","","html-slider-response","34","2.0.0","379216","5FE966006AB04985854AE24200956D7B","517ffb85-ffd5-4ed7-9476-9e6f111472a8","c72916f4-d2a6-4645-aec0-536d47cf012a","attention_check_2","7372","<p style=""font-size: 32px;"">This is a&nbsp;&nbsp;<strong>check.</strong>&nbsp;&nbsp;Please move slider to&nbsp;&nbsp;<strong>'Somewhat similar'</strong></p>","74","","","","","","50","false","","","","",""
"","","","","","html-slider-response","35","2.0.0","390321","5FE966006AB04985854AE24200956D7B","517ffb85-ffd5-4ed7-9476-9e6f111472a8","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_31","10852","<p style=""font-size: 32px;"">Consider these two events: <strong>remembering something</strong>
                   <span style=""font-size: 32px"">and <strong>jumping up and down</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>remembering something</strong> and <strong>jumping up and down</strong>?</span></p>","0","","remember something","jump up and down","cog","act","50","","","","","",""
"","","","","","html-slider-response","36","2.0.0","403957","5FE966006AB04985854AE24200956D7B","517ffb85-ffd5-4ed7-9476-9e6f111472a8","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_32","13382","<p style=""font-size: 32px;"">Consider these two events: <strong>feeling sick</strong>
                   <span style=""font-size: 32px"">and <strong>taking a walk</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>feeling sick</strong> and <strong>taking a walk</strong>?</span></p>","8","","feel sick","take a walk","bio","act","50","","","","","",""
"","","","","","html-slider-response","37","2.0.0","418560","5FE966006AB04985854AE24200956D7B","517ffb85-ffd5-4ed7-9476-9e6f111472a8","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_33","14350","<p style=""font-size: 32px;"">Consider these two events: <strong>feeling sick</strong>
                   <span style=""font-size: 32px"">and <strong>seeing something</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>feeling sick</strong> and <strong>seeing something</strong>?</span></p>","11","","feel sick","see something","bio","cog","50","","","","","",""
"","","","","","html-slider-response","38","2.0.0","425099","5FE966006AB04985854AE24200956D7B","517ffb85-ffd5-4ed7-9476-9e6f111472a8","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_34","6286","<p style=""font-size: 32px;"">Consider these two events: <strong>kicking something</strong>
                   <span style=""font-size: 32px"">and <strong>taking a walk</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>kicking something</strong> and <strong>taking a walk</strong>?</span></p>","0","","kick something","take a walk","act","act","50","","","","","",""
"","","","","","html-slider-response","39","2.0.0","430757","5FE966006AB04985854AE24200956D7B","517ffb85-ffd5-4ed7-9476-9e6f111472a8","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_35","5404","<p style=""font-size: 32px;"">Consider these two events: <strong>feeling scared</strong>
                   <span style=""font-size: 32px"">and <strong>jumping up and down</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>feeling scared</strong> and <strong>jumping up and down</strong>?</span></p>","0","","feel scared","jump up and down","bio","act","50","","","","","",""
"","","","","","html-slider-response","40","2.0.0","442793","5FE966006AB04985854AE24200956D7B","517ffb85-ffd5-4ed7-9476-9e6f111472a8","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_36","11782","<p style=""font-size: 32px;"">Consider these two events: <strong>sitting down</strong>
                   <span style=""font-size: 32px"">and <strong>reaching for something</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>sitting down</strong> and <strong>reaching for something</strong>?</span></p>","58","","sit down","reach for something","act","act","50","","","","","",""
"","","","","","html-slider-response","41","2.0.0","449542","5FE966006AB04985854AE24200956D7B","517ffb85-ffd5-4ed7-9476-9e6f111472a8","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_37","6496","<p style=""font-size: 32px;"">Consider these two events: <strong>sitting down</strong>
                   <span style=""font-size: 32px"">and <strong>feeling hungry</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>sitting down</strong> and <strong>feeling hungry</strong>?</span></p>","0","","sit down","feel hungry","act","bio","50","","","","","",""
"","","","","","html-slider-response","42","2.0.0","464607","5FE966006AB04985854AE24200956D7B","517ffb85-ffd5-4ed7-9476-9e6f111472a8","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_38","14812","<p style=""font-size: 32px;"">Consider these two events: <strong>feeling pain</strong>
                   <span style=""font-size: 32px"">and <strong>seeing something</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>feeling pain</strong> and <strong>seeing something</strong>?</span></p>","74","","feel pain","see something","bio","cog","50","","","","","",""
"","","","","","html-slider-response","43","2.0.0","473702","5FE966006AB04985854AE24200956D7B","517ffb85-ffd5-4ed7-9476-9e6f111472a8","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_39","8841","<p style=""font-size: 32px;"">Consider these two events: <strong>taking a walk</strong>
                   <span style=""font-size: 32px"">and <strong>feeling sick</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>taking a walk</strong> and <strong>feeling sick</strong>?</span></p>","0","","take a walk","feel sick","act","bio","50","","","","","",""
"","","","","","html-slider-response","44","2.0.0","487734","5FE966006AB04985854AE24200956D7B","517ffb85-ffd5-4ed7-9476-9e6f111472a8","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_40","13779","<p style=""font-size: 32px;"">Consider these two events: <strong>kicking something</strong>
                   <span style=""font-size: 32px"">and <strong>remembering something</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>kicking something</strong> and <strong>remembering something</strong>?</span></p>","0","","kick something","remember something","act","cog","50","","","","","",""
"","","","","","html-slider-response","45","2.0.0","495661","5FE966006AB04985854AE24200956D7B","517ffb85-ffd5-4ed7-9476-9e6f111472a8","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_41","7673","<p style=""font-size: 32px;"">Consider these two events: <strong>reaching for something</strong>
                   <span style=""font-size: 32px"">and <strong>feeling sick</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>reaching for something</strong> and <strong>feeling sick</strong>?</span></p>","0","","reach for something","feel sick","act","bio","50","","","","","",""
"","","","","","html-slider-response","46","2.0.0","507267","5FE966006AB04985854AE24200956D7B","517ffb85-ffd5-4ed7-9476-9e6f111472a8","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_42","11352","<p style=""font-size: 32px;"">Consider these two events: <strong>feeling pain</strong>
                   <span style=""font-size: 32px"">and <strong>remembering something</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>feeling pain</strong> and <strong>remembering something</strong>?</span></p>","100","","feel pain","remember something","bio","cog","50","","","","","",""
"","","","","","html-slider-response","47","2.0.0","514747","5FE966006AB04985854AE24200956D7B","517ffb85-ffd5-4ed7-9476-9e6f111472a8","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_43","7227","<p style=""font-size: 32px;"">Consider these two events: <strong>feeling tired</strong>
                   <span style=""font-size: 32px"">and <strong>seeing something</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>feeling tired</strong> and <strong>seeing something</strong>?</span></p>","50","","feel tired","see something","bio","cog","50","","","","","",""
"","","","","","html-slider-response","48","2.0.0","521497","5FE966006AB04985854AE24200956D7B","517ffb85-ffd5-4ed7-9476-9e6f111472a8","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_44","6496","<p style=""font-size: 32px;"">Consider these two events: <strong>feeling hungry</strong>
                   <span style=""font-size: 32px"">and <strong>feeling tired</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>feeling hungry</strong> and <strong>feeling tired</strong>?</span></p>","100","","feel hungry","feel tired","bio","bio","50","","","","","",""
"","","","","","html-slider-response","49","2.0.0","528197","5FE966006AB04985854AE24200956D7B","517ffb85-ffd5-4ed7-9476-9e6f111472a8","c72916f4-d2a6-4645-aec0-536d47cf012a","similarity_trial_45","6446","<p style=""font-size: 32px;"">Consider these two events: <strong>feeling sick</strong>
                   <span style=""font-size: 32px"">and <strong>feeling tired</strong>.</span></p>
                   <p><span style=""font-size:32px"">How similar are <strong>feeling sick</strong> and <strong>feeling tired</strong>?</span></p>","100","","feel sick","feel tired","bio","bio","50","","","","","",""
"","","","","","html-slider-response","50","2.0.0","533583","5FE966006AB04985854AE24200956D7B","517ffb85-ffd5-4ed7-9476-9e6f111472a8","c72916f4-d2a6-4645-aec0-536d47cf012a","attention_check_3","5132","<p style=""font-size: 32px;"">This is a&nbsp;&nbsp;<strong>check.</strong>&nbsp;&nbsp;Please move slider all the way to the&nbsp;&nbsp;<strong>right</strong></p>","100","","","","","","50","true","","","","",""
