"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","causal_itemA","similarity_itemA","selected_choice","correct_response_attn","feedback","age","ethnicity","gender","race"
"","","","","","html-button-response","10","2.0.0","22796","2B3943EC166B4B9FACB9395A2CB44137","7fd2b542-ec63-44a2-ad45-c686047a7435","6ff407c9-ec46-4f43-bd76-d89747851545","","1921","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>think about something</strong>. <br>Which of these two other abilities do you think the creature would also have?</p>","1","","similarity","think about something","take a walk","remember something","<p style=""font-size: 20px;"">The ability to <strong>remember something</strong></p>","","","","","",""
"","","","","","html-button-response","11","2.0.0","24691","2B3943EC166B4B9FACB9395A2CB44137","7fd2b542-ec63-44a2-ad45-c686047a7435","6ff407c9-ec46-4f43-bd76-d89747851545","","1894","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>feel scared</strong>. <br>Which of these two other abilities do you think the creature would also have?</p>","1","","similarity","feel scared","see something","become hungry","<p style=""font-size: 20px;"">The ability to <strong>become hungry</strong></p>","","","","","",""
"","","","","","html-button-response","12","2.0.0","26780","2B3943EC166B4B9FACB9395A2CB44137","7fd2b542-ec63-44a2-ad45-c686047a7435","6ff407c9-ec46-4f43-bd76-d89747851545","","2088","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>remember something</strong>. <br>Which of these two other abilities do you think the creature would also have?</p>","1","","similarity","remember something","take a walk","think about something","<p style=""font-size: 20px;"">The ability to <strong>think about something</strong></p>","","","","","",""
"","","","","","html-button-response","13","2.0.0","28363","2B3943EC166B4B9FACB9395A2CB44137","7fd2b542-ec63-44a2-ad45-c686047a7435","6ff407c9-ec46-4f43-bd76-d89747851545","","1582","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>experience pain</strong>. <br>Which of these two other abilities do you think the creature would also have?</p>","0","","similarity","experience pain","kick something","feel scared","<p style=""font-size: 20px;"">The ability to <strong>feel scared</strong></p>","","","","","",""
"","","","","","html-button-response","14","2.0.0","31315","2B3943EC166B4B9FACB9395A2CB44137","7fd2b542-ec63-44a2-ad45-c686047a7435","6ff407c9-ec46-4f43-bd76-d89747851545","","2951","<p style=""font-size: 25px;"">For this question, please select ""The ability to <strong>choose what to do</strong>""</p>","0","","attention_check","","","","The ability to choose what to do","choose what to do","","","","",""
"","","","","","html-button-response","15","2.0.0","32966","2B3943EC166B4B9FACB9395A2CB44137","7fd2b542-ec63-44a2-ad45-c686047a7435","6ff407c9-ec46-4f43-bd76-d89747851545","","1650","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>jump up and down</strong>. <br>Which of these two other abilities do you think the creature would also have?</p>","0","","similarity","jump up and down","think about something","sit down","<p style=""font-size: 20px;"">The ability to <strong>sit down</strong></p>","","","","","",""
"","","","","","html-button-response","16","2.0.0","34024","2B3943EC166B4B9FACB9395A2CB44137","7fd2b542-ec63-44a2-ad45-c686047a7435","6ff407c9-ec46-4f43-bd76-d89747851545","","1057","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>sit down</strong>. <br>Which of these two other abilities do you think the creature would also have?</p>","0","","similarity","sit down","experience pain","jump up and down","<p style=""font-size: 20px;"">The ability to <strong>jump up and down</strong></p>","","","","","",""
"","","","","","html-button-response","17","2.0.0","35155","2B3943EC166B4B9FACB9395A2CB44137","7fd2b542-ec63-44a2-ad45-c686047a7435","6ff407c9-ec46-4f43-bd76-d89747851545","","1130","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>see something</strong>. <br>Which of these two other abilities do you think the creature would also have?</p>","1","","similarity","see something","take a walk","hear something","<p style=""font-size: 20px;"">The ability to <strong>hear something</strong></p>","","","","","",""
"","","","","","html-button-response","18","2.0.0","37135","2B3943EC166B4B9FACB9395A2CB44137","7fd2b542-ec63-44a2-ad45-c686047a7435","6ff407c9-ec46-4f43-bd76-d89747851545","","1979","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>kick something</strong>. <br>Which of these two other abilities do you think the creature would also have?</p>","0","","similarity","kick something","think about something","jump up and down","<p style=""font-size: 20px;"">The ability to <strong>jump up and down</strong></p>","","","","","",""
"","","","","","instructions","19","2.0.0","38317","2B3943EC166B4B9FACB9395A2CB44137","7fd2b542-ec63-44a2-ad45-c686047a7435","6ff407c9-ec46-4f43-bd76-d89747851545","","1181","","","[{""page_index"":0,""viewing_time"":1181}]","","","","","","","","","","",""
"","","","","","survey-html-form","20","2.0.0","52427","2B3943EC166B4B9FACB9395A2CB44137","7fd2b542-ec63-44a2-ad45-c686047a7435","6ff407c9-ec46-4f43-bd76-d89747851545","demographics_survey","14108","","{""feedback"":""Whether it was a physical or mental thing"",""age"":""32"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}","","","","","","","","Whether it was a physical or mental thing","32","Non-Hispanic","Male","White"
