"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","correct_response_attn","selected_choice","itemB","causal_itemA","similarity_itemA","feedback","age","ethnicity","gender","race"
"","","","","","html-button-response","10","2.0.0","61120","1A558DA549534EEE8E789D3D4A63CE18","a073f8b5-a220-4127-b388-43ebb4109a8c","6ff407c9-ec46-4f43-bd76-d89747851545","","2709","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>jump up and down</strong>. <br>Which of these two other abilities do you think the creature would also have?</p>","1","","similarity","","<p style=""font-size: 20px;"">The ability to <strong>sit down</strong></p>","jump up and down","think about something","sit down","","","","",""
"","","","","","html-button-response","11","2.0.0","64054","1A558DA549534EEE8E789D3D4A63CE18","a073f8b5-a220-4127-b388-43ebb4109a8c","6ff407c9-ec46-4f43-bd76-d89747851545","","2934","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>take a walk</strong>. <br>Which of these two other abilities do you think the creature would also have?</p>","1","","similarity","","<p style=""font-size: 20px;"">The ability to <strong>jump up and down</strong></p>","take a walk","think about something","jump up and down","","","","",""
"","","","","","html-button-response","12","2.0.0","66719","1A558DA549534EEE8E789D3D4A63CE18","a073f8b5-a220-4127-b388-43ebb4109a8c","6ff407c9-ec46-4f43-bd76-d89747851545","","2664","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>see something</strong>. <br>Which of these two other abilities do you think the creature would also have?</p>","1","","similarity","","<p style=""font-size: 20px;"">The ability to <strong>hear something</strong></p>","see something","take a walk","hear something","","","","",""
"","","","","","html-button-response","13","2.0.0","69695","1A558DA549534EEE8E789D3D4A63CE18","a073f8b5-a220-4127-b388-43ebb4109a8c","6ff407c9-ec46-4f43-bd76-d89747851545","","2975","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>feel scared</strong>. <br>Which of these two other abilities do you think the creature would also have?</p>","1","","similarity","","<p style=""font-size: 20px;"">The ability to <strong>become hungry</strong></p>","feel scared","see something","become hungry","","","","",""
"","","","","","html-button-response","14","2.0.0","73614","1A558DA549534EEE8E789D3D4A63CE18","a073f8b5-a220-4127-b388-43ebb4109a8c","6ff407c9-ec46-4f43-bd76-d89747851545","","3919","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>kick something</strong>. <br>Which of these two other abilities do you think the creature would also have?</p>","1","","similarity","","<p style=""font-size: 20px;"">The ability to <strong>jump up and down</strong></p>","kick something","think about something","jump up and down","","","","",""
"","","","","","html-button-response","15","2.0.0","77405","1A558DA549534EEE8E789D3D4A63CE18","a073f8b5-a220-4127-b388-43ebb4109a8c","6ff407c9-ec46-4f43-bd76-d89747851545","","3790","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>reach for something</strong>. <br>Which of these two other abilities do you think the creature would also have?</p>","0","","similarity","","<p style=""font-size: 20px;"">The ability to <strong>kick something</strong></p>","reach for something","become hungry","kick something","","","","",""
"","","","","","html-button-response","16","2.0.0","80860","1A558DA549534EEE8E789D3D4A63CE18","a073f8b5-a220-4127-b388-43ebb4109a8c","6ff407c9-ec46-4f43-bd76-d89747851545","","3454","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>get sick</strong>. <br>Which of these two other abilities do you think the creature would also have?</p>","0","","similarity","","<p style=""font-size: 20px;"">The ability to <strong>get tired</strong></p>","get sick","see something","get tired","","","","",""
"","","","","","html-button-response","17","2.0.0","83969","1A558DA549534EEE8E789D3D4A63CE18","a073f8b5-a220-4127-b388-43ebb4109a8c","6ff407c9-ec46-4f43-bd76-d89747851545","","3109","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>choose what to do</strong>. <br>Which of these two other abilities do you think the creature would also have?</p>","0","","similarity","","<p style=""font-size: 20px;"">The ability to <strong>remember something</strong></p>","choose what to do","feel scared","remember something","","","","",""
"","","","","","html-button-response","18","2.0.0","86925","1A558DA549534EEE8E789D3D4A63CE18","a073f8b5-a220-4127-b388-43ebb4109a8c","6ff407c9-ec46-4f43-bd76-d89747851545","","2955","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>hear something</strong>. <br>Which of these two other abilities do you think the creature would also have?</p>","1","","similarity","","<p style=""font-size: 20px;"">The ability to <strong>see something</strong></p>","hear something","take a walk","see something","","","","",""
"","","","","","instructions","19","2.0.0","92135","1A558DA549534EEE8E789D3D4A63CE18","a073f8b5-a220-4127-b388-43ebb4109a8c","6ff407c9-ec46-4f43-bd76-d89747851545","","5209","","","[{""page_index"":0,""viewing_time"":5209}]","","","","","","","","","","",""
"","","","","","survey-html-form","20","2.0.0","112475","1A558DA549534EEE8E789D3D4A63CE18","a073f8b5-a220-4127-b388-43ebb4109a8c","6ff407c9-ec46-4f43-bd76-d89747851545","demographics_survey","20340","","{""feedback"":"""",""age"":""60"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}","","","","","","","","","60","Non-Hispanic","Male","White"
