"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","question_order","init_locations","moves","final_locations","feedback","age","ethnicity","gender","race"
"","","","","","survey-slider","10","null","1515438","3E3BAE564E28413D923E580758F38F61","c589f6a0-648a-4bb2-b018-320f0107807f","05fd0b52-8b4d-4eb8-b40d-96df91de9c8e","","221822.89999985695","","{""Q0"":""75"",""Q1"":""32"",""Q2"":""32"",""Q3"":""58"",""Q4"":""76"",""Q5"":""100"",""Q6"":""86"",""Q7"":""36"",""Q8"":""59"",""Q9"":""86"",""Q10"":""76"",""Q11"":""75"",""Q12"":""24"",""Q13"":""86""}","","[0,1,2,3,4,5,6,7,8,9,10,11,12,13]","","","","","","","",""
"","","","","","survey-slider","11","null","1629507","3E3BAE564E28413D923E580758F38F61","c589f6a0-648a-4bb2-b018-320f0107807f","05fd0b52-8b4d-4eb8-b40d-96df91de9c8e","","114057.70000004768","","{""Q0"":""99"",""Q1"":""75"",""Q2"":""96"",""Q3"":""96"",""Q4"":""74"",""Q5"":""89"",""Q6"":""27"",""Q7"":""99"",""Q8"":""75"",""Q9"":""75"",""Q10"":""87"",""Q11"":""100"",""Q12"":""75"",""Q13"":""88""}","","[0,1,2,3,4,5,6,7,8,9,10,11,12,13]","","","","","","","",""
"","","","","","survey-slider","12","null","1674260","3E3BAE564E28413D923E580758F38F61","c589f6a0-648a-4bb2-b018-320f0107807f","05fd0b52-8b4d-4eb8-b40d-96df91de9c8e","","44743.40000009537","","{""Q0"":""76"",""Q1"":""74"",""Q2"":""76"",""Q3"":""75"",""Q4"":""86"",""Q5"":""75"",""Q6"":""74"",""Q7"":""76"",""Q8"":""100"",""Q9"":""75"",""Q10"":""94"",""Q11"":""75"",""Q12"":""76"",""Q13"":""76"",""Q14"":""76""}","","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14]","","","","","","","",""
"","","","","","survey-slider","13","null","1829313","3E3BAE564E28413D923E580758F38F61","c589f6a0-648a-4bb2-b018-320f0107807f","05fd0b52-8b4d-4eb8-b40d-96df91de9c8e","","155048.60000014305","","{""Q0"":""75"",""Q1"":""25"",""Q2"":""88"",""Q3"":""97"",""Q4"":""75"",""Q5"":""97"",""Q6"":""69"",""Q7"":""88"",""Q8"":""72"",""Q9"":""74"",""Q10"":""90"",""Q11"":""94"",""Q12"":""97"",""Q13"":""25""}","","[0,1,2,3,4,5,6,7,8,9,10,11,12,13]","","","","","","","",""
"","","","","","survey-slider","14","null","1938868","3E3BAE564E28413D923E580758F38F61","c589f6a0-648a-4bb2-b018-320f0107807f","05fd0b52-8b4d-4eb8-b40d-96df91de9c8e","","109550.09999990463","","{""Q0"":""74"",""Q1"":""75"",""Q2"":""74"",""Q3"":""75"",""Q4"":""27"",""Q5"":""77"",""Q6"":""1"",""Q7"":""75"",""Q8"":""23"",""Q9"":""76"",""Q10"":""75"",""Q11"":""75"",""Q12"":""73"",""Q13"":""25""}","","[0,1,2,3,4,5,6,7,8,9,10,11,12,13]","","","","","","","",""
"","","","","","survey-slider","15","null","1995129","3E3BAE564E28413D923E580758F38F61","c589f6a0-648a-4bb2-b018-320f0107807f","05fd0b52-8b4d-4eb8-b40d-96df91de9c8e","","56250.5","","{""Q0"":""74"",""Q1"":""76"",""Q2"":""76"",""Q3"":""25"",""Q4"":""0"",""Q5"":""75"",""Q6"":""75"",""Q7"":""76"",""Q8"":""75"",""Q9"":""75"",""Q10"":""75"",""Q11"":""76"",""Q12"":""86"",""Q13"":""86"",""Q14"":""77""}","","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14]","","","","","","","",""
"","","","","","survey-slider","16","null","2033738","3E3BAE564E28413D923E580758F38F61","c589f6a0-648a-4bb2-b018-320f0107807f","05fd0b52-8b4d-4eb8-b40d-96df91de9c8e","","38600.799999952316","","{""Q0"":""93"",""Q1"":""75"",""Q2"":""97"",""Q3"":""96"",""Q4"":""75"",""Q5"":""93"",""Q6"":""95"",""Q7"":""95"",""Q8"":""95"",""Q9"":""96"",""Q10"":""95"",""Q11"":""71"",""Q12"":""96"",""Q13"":""74""}","","[0,1,2,3,4,5,6,7,8,9,10,11,12,13]","","","","","","","",""
"","","","","","survey-slider","17","null","2139882","3E3BAE564E28413D923E580758F38F61","c589f6a0-648a-4bb2-b018-320f0107807f","05fd0b52-8b4d-4eb8-b40d-96df91de9c8e","","106137.90000009537","","{""Q0"":""73"",""Q1"":""73"",""Q2"":""13"",""Q3"":""25"",""Q4"":""75"",""Q5"":""75"",""Q6"":""25"",""Q7"":""75"",""Q8"":""86"",""Q9"":""25"",""Q10"":""75"",""Q11"":""75"",""Q12"":""25"",""Q13"":""75""}","","[0,1,2,3,4,5,6,7,8,9,10,11,12,13]","","","","","","","",""
"","","","","","instructions","18","2.0.0","2243476","3E3BAE564E28413D923E580758F38F61","c589f6a0-648a-4bb2-b018-320f0107807f","05fd0b52-8b4d-4eb8-b40d-96df91de9c8e","","103597","","","[{""page_index"":0,""viewing_time"":103597}]","","","","","","","","",""
"","","","","","video-button-response","19","2.0.0","2270732","3E3BAE564E28413D923E580758F38F61","c589f6a0-648a-4bb2-b018-320f0107807f","05fd0b52-8b4d-4eb8-b40d-96df91de9c8e","example_videos","27243","[""video/example-video-circles.mp4""]","0","","","","","","","","","",""
"","","","","","free-sort","20","2.0.1","2374487","3E3BAE564E28413D923E580758F38F61","c589f6a0-648a-4bb2-b018-320f0107807f","05fd0b52-8b4d-4eb8-b40d-96df91de9c8e","","103757","","","","","[{""src"":""images/items-circles/img14.png"",""x"":610.4166666666667,""y"":0},{""src"":""images/items-circles/img7.png"",""x"":-60.41666666666666,""y"":550},{""src"":""images/items-circles/img6.png"",""x"":610.4166666666667,""y"":183.33333333333334},{""src"":""images/items-circles/img11.png"",""x"":-60.41666666666666,""y"":366.6666666666667},{""src"":""images/items-circles/img2.png"",""x"":610.4166666666667,""y"":366.6666666666667},{""src"":""images/items-circles/img1.png"",""x"":-60.41666666666666,""y"":183.33333333333334},{""src"":""images/items-circles/img4.png"",""x"":610.4166666666667,""y"":550},{""src"":""images/items-circles/img15.png"",""x"":-60.41666666666666,""y"":0},{""src"":""images/items-circles/img5.png"",""x"":793.75,""y"":0},{""src"":""images/items-circles/img3.png"",""x"":-243.75,""y"":550},{""src"":""images/items-circles/img13.png"",""x"":793.75,""y"":183.33333333333334},{""src"":""images/items-circles/img9.png"",""x"":-243.75,""y"":366.6666666666667},{""src"":""images/items-circles/img10.png"",""x"":793.75,""y"":366.6666666666667},{""src"":""images/items-circles/img12.png"",""x"":-243.75,""y"":183.33333333333334},{""src"":""images/items-circles/img8.png"",""x"":793.75,""y"":550}]","[{""src"":""images/items-circles/img15.png"",""x"":128,""y"":103},{""src"":""images/items-circles/img6.png"",""x"":195,""y"":107},{""src"":""images/items-circles/img13.png"",""x"":532,""y"":260},{""src"":""images/items-circles/img13.png"",""x"":428,""y"":148},{""src"":""images/items-circles/img5.png"",""x"":79,""y"":159},{""src"":""images/items-circles/img5.png"",""x"":154,""y"":169},{""src"":""images/items-circles/img12.png"",""x"":246,""y"":30},{""src"":""images/items-circles/img13.png"",""x"":282,""y"":72},{""src"":""images/items-circles/img14.png"",""x"":435,""y"":161},{""src"":""images/items-circles/img13.png"",""x"":400,""y"":298},{""src"":""images/items-circles/img12.png"",""x"":360,""y"":216},{""src"":""images/items-circles/img13.png"",""x"":427,""y"":238},{""src"":""images/items-circles/img1.png"",""x"":51,""y"":286},{""src"":""images/items-circles/img11.png"",""x"":47,""y"":356},{""src"":""images/items-circles/img9.png"",""x"":115,""y"":318},{""src"":""images/items-circles/img3.png"",""x"":214,""y"":485},{""src"":""images/items-circles/img4.png"",""x"":280,""y"":512},{""src"":""images/items-circles/img10.png"",""x"":113,""y"":387},{""src"":""images/items-circles/img8.png"",""x"":350,""y"":366},{""src"":""images/items-circles/img2.png"",""x"":433,""y"":368},{""src"":""images/items-circles/img7.png"",""x"":356,""y"":500},{""src"":""images/items-circles/img8.png"",""x"":-11,""y"":309},{""src"":""images/items-circles/img2.png"",""x"":84,""y"":171},{""src"":""images/items-circles/img2.png"",""x"":352,""y"":153}]","[{""src"":""images/items-circles/img14.png"",""x"":435,""y"":161},{""src"":""images/items-circles/img7.png"",""x"":356,""y"":500},{""src"":""images/items-circles/img6.png"",""x"":195,""y"":107},{""src"":""images/items-circles/img11.png"",""x"":47,""y"":356},{""src"":""images/items-circles/img2.png"",""x"":352,""y"":153},{""src"":""images/items-circles/img1.png"",""x"":51,""y"":286},{""src"":""images/items-circles/img4.png"",""x"":280,""y"":512},{""src"":""images/items-circles/img15.png"",""x"":128,""y"":103},{""src"":""images/items-circles/img5.png"",""x"":154,""y"":169},{""src"":""images/items-circles/img3.png"",""x"":214,""y"":485},{""src"":""images/items-circles/img13.png"",""x"":427,""y"":238},{""src"":""images/items-circles/img9.png"",""x"":115,""y"":318},{""src"":""images/items-circles/img10.png"",""x"":113,""y"":387},{""src"":""images/items-circles/img12.png"",""x"":360,""y"":216},{""src"":""images/items-circles/img8.png"",""x"":-11,""y"":309}]","","","","",""
"","","","","","instructions","21","2.0.0","2385865","3E3BAE564E28413D923E580758F38F61","c589f6a0-648a-4bb2-b018-320f0107807f","05fd0b52-8b4d-4eb8-b40d-96df91de9c8e","","11374","","","[{""page_index"":0,""viewing_time"":11373}]","","","","","","","","",""
"","","","","","survey-html-form","22","2.0.0","2450992","3E3BAE564E28413D923E580758F38F61","c589f6a0-648a-4bb2-b018-320f0107807f","05fd0b52-8b4d-4eb8-b40d-96df91de9c8e","demographics_survey","65126","","{""feedback"":""I just thought about how the situations might relate to my life and how I would personally respond. I thought it was an interesting experiment and would be interested in doing more!"",""age"":""34"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}","","","","","","I just thought about how the situations might relate to my life and how I would personally respond. I thought it was an interesting experiment and would be interested in doing more!","34","Non-Hispanic","Female","White"
