"filename","trial_type","trial_type_order","trial_index","question_index","response","itemA","itemB","categoryA","categoryB","attention_check","correct_response","original_trial_index","original_question_index","x","y","item"
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",2,20,41,"choose what to do","think about something","cognitive","cognitive",FALSE,NA,8,"4",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",2,21,74,"sit down","think about something","physical","cognitive",FALSE,NA,8,"5",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",2,22,67,"get tired","think about something","physiological","cognitive",FALSE,NA,8,"6",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",2,23,62,"think about something","think about something","cognitive","cognitive",FALSE,NA,8,"7",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",2,24,35,"experience pain","think about something","physiological","cognitive",FALSE,NA,8,"8",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",2,25,28,"become hungry","think about something","physiological","cognitive",FALSE,NA,8,"9",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",2,26,24,"kick something","think about something","physical","cognitive",FALSE,NA,8,"10",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",2,27,33,"reach for something","think about something","physical","cognitive",FALSE,NA,8,"11",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",2,28,36,"take a walk","think about something","physical","cognitive",FALSE,NA,8,"12",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",2,29,26,"get sick","think about something","physiological","cognitive",FALSE,NA,8,"13",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",2,30,26,"see something","think about something","cognitive","cognitive",FALSE,NA,8,"14",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",3,31,38,"choose what to do","see something","cognitive","cognitive",FALSE,NA,9,"0",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",3,32,32,"reach for something","see something","physical","cognitive",FALSE,NA,9,"1",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",3,33,28,"feel scared","see something","physiological","cognitive",FALSE,NA,9,"2",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",3,34,37,"hear something","see something","cognitive","cognitive",FALSE,NA,9,"3",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",3,35,23,"get tired","see something","physiological","cognitive",FALSE,NA,9,"4",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",3,36,27,"experience pain","see something","physiological","cognitive",FALSE,NA,9,"5",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",3,37,24,"think about something","see something","cognitive","cognitive",FALSE,NA,9,"6",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",3,38,24,"see something","see something","cognitive","cognitive",FALSE,NA,9,"7",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",3,39,24,"kick something","see something","physical","cognitive",FALSE,NA,9,"8",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",3,40,59,"remember something","see something","cognitive","cognitive",FALSE,NA,9,"9",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",3,41,66,"sit down","see something","physical","cognitive",FALSE,NA,9,"10",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",3,42,30,"jump up and down","see something","physical","cognitive",FALSE,NA,9,"11",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",3,43,31,"become hungry","see something","physiological","cognitive",FALSE,NA,9,"12",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",3,44,36,"get sick","see something","physiological","cognitive",FALSE,NA,9,"13",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",3,45,33,"take a walk","see something","physical","cognitive",FALSE,NA,9,"14",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",4,46,28,"feel scared","get tired","physiological","physiological",FALSE,NA,10,"0",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",4,47,33,"get tired","get tired","physiological","physiological",FALSE,NA,10,"1",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",4,48,36,"see something","get tired","cognitive","physiological",FALSE,NA,10,"2",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",4,49,35,"choose what to do","get tired","cognitive","physiological",FALSE,NA,10,"3",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",4,50,32,"take a walk","get tired","physical","physiological",FALSE,NA,10,"4",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",4,51,31,"jump up and down","get tired","physical","physiological",FALSE,NA,10,"5",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",4,52,29,"kick something","get tired","physical","physiological",FALSE,NA,10,"6",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",4,53,33,"reach for something","get tired","physical","physiological",FALSE,NA,10,"7",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",4,54,24,"experience pain","get tired","physiological","physiological",FALSE,NA,10,"8",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",4,55,32,"remember something","get tired","cognitive","physiological",FALSE,NA,10,"9",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",4,56,67,"sit down","get tired","physical","physiological",FALSE,NA,10,"10",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",4,57,21,"hear something","get tired","cognitive","physiological",FALSE,NA,10,"11",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",4,58,100,"become hungry","get tired","physiological","physiological",FALSE,NA,10,"12",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",4,59,0,NA,NA,NA,NA,TRUE,NA,10,"13",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",4,60,97,"get sick","get tired","physiological","physiological",FALSE,NA,10,"14",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",4,61,11,"think about something","get tired","cognitive","physiological",FALSE,NA,10,"15",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",5,62,66,"become hungry","get sick","physiological","physiological",FALSE,NA,11,"0",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",5,63,72,"jump up and down","get sick","physical","physiological",FALSE,NA,11,"1",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",5,64,86,"experience pain","get sick","physiological","physiological",FALSE,NA,11,"2",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",5,65,31,"sit down","get sick","physical","physiological",FALSE,NA,11,"3",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",5,66,100,"get sick","get sick","physiological","physiological",FALSE,NA,11,"4",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",5,67,22,"choose what to do","get sick","cognitive","physiological",FALSE,NA,11,"5",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",5,68,22,"see something","get sick","cognitive","physiological",FALSE,NA,11,"6",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",5,69,19,"feel scared","get sick","physiological","physiological",FALSE,NA,11,"7",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",5,70,81,"get tired","get sick","physiological","physiological",FALSE,NA,11,"8",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",5,71,23,"hear something","get sick","cognitive","physiological",FALSE,NA,11,"9",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",5,72,20,"kick something","get sick","physical","physiological",FALSE,NA,11,"10",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",5,73,7,"reach for something","get sick","physical","physiological",FALSE,NA,11,"11",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",5,74,67,"take a walk","get sick","physical","physiological",FALSE,NA,11,"12",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",5,75,23,"think about something","get sick","cognitive","physiological",FALSE,NA,11,"13",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",5,76,0,"remember something","get sick","cognitive","physiological",FALSE,NA,11,"14",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",6,77,20,"remember something","kick something","cognitive","physical",FALSE,NA,12,"0",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",6,78,32,"see something","kick something","cognitive","physical",FALSE,NA,12,"1",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",6,79,69,"reach for something","kick something","physical","physical",FALSE,NA,12,"2",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",6,80,58,"think about something","kick something","cognitive","physical",FALSE,NA,12,"3",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",6,81,83,"experience pain","kick something","physiological","physical",FALSE,NA,12,"4",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",6,82,20,"hear something","kick something","cognitive","physical",FALSE,NA,12,"5",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",6,83,18,"kick something","kick something","physical","physical",FALSE,NA,12,"6",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",6,84,19,"become hungry","kick something","physiological","physical",FALSE,NA,12,"7",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",6,85,15,"choose what to do","kick something","cognitive","physical",FALSE,NA,12,"8",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",6,86,14,"jump up and down","kick something","physical","physical",FALSE,NA,12,"9",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",6,87,15,"get tired","kick something","physiological","physical",FALSE,NA,12,"10",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",6,88,13,"get sick","kick something","physiological","physical",FALSE,NA,12,"11",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",6,89,14,"sit down","kick something","physical","physical",FALSE,NA,12,"12",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",6,90,15,"take a walk","kick something","physical","physical",FALSE,NA,12,"13",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",6,91,9,"feel scared","kick something","physiological","physical",FALSE,NA,12,"14",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",7,92,34,"reach for something","jump up and down","physical","physical",FALSE,NA,13,"0",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",7,93,100,"think about something","jump up and down","cognitive","physical",FALSE,NA,13,"1",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",7,94,23,"kick something","jump up and down","physical","physical",FALSE,NA,13,"2",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",7,95,10,"choose what to do","jump up and down","cognitive","physical",FALSE,NA,13,"3",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",7,96,34,"take a walk","jump up and down","physical","physical",FALSE,NA,13,"4",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",7,97,14,"get tired","jump up and down","physiological","physical",FALSE,NA,13,"5",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",7,98,40,"remember something","jump up and down","cognitive","physical",FALSE,NA,13,"6",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",7,99,7,"feel scared","jump up and down","physiological","physical",FALSE,NA,13,"7",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",7,100,13,"jump up and down","jump up and down","physical","physical",FALSE,NA,13,"8",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",7,101,17,"see something","jump up and down","cognitive","physical",FALSE,NA,13,"9",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",7,102,11,"get sick","jump up and down","physiological","physical",FALSE,NA,13,"10",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",7,103,15,"sit down","jump up and down","physical","physical",FALSE,NA,13,"11",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",7,104,33,"experience pain","jump up and down","physiological","physical",FALSE,NA,13,"12",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",7,105,20,"become hungry","jump up and down","physiological","physical",FALSE,NA,13,"13",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",7,106,13,"hear something","jump up and down","cognitive","physical",FALSE,NA,13,"14",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",8,107,66,"choose what to do","experience pain","cognitive","physiological",FALSE,NA,14,"0",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",8,108,73,"reach for something","experience pain","physical","physiological",FALSE,NA,14,"1",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",8,109,77,"jump up and down","experience pain","physical","physiological",FALSE,NA,14,"2",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",8,110,96,"get sick","experience pain","physiological","physiological",FALSE,NA,14,"3",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",8,111,84,"experience pain","experience pain","physiological","physiological",FALSE,NA,14,"4",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",8,112,75,NA,NA,NA,NA,TRUE,75,14,"5",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",8,113,28,"sit down","experience pain","physical","physiological",FALSE,NA,14,"6",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",8,114,67,"take a walk","experience pain","physical","physiological",FALSE,NA,14,"7",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",8,115,89,"kick something","experience pain","physical","physiological",FALSE,NA,14,"8",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",8,116,69,"get tired","experience pain","physiological","physiological",FALSE,NA,14,"9",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",8,117,27,"think about something","experience pain","cognitive","physiological",FALSE,NA,14,"10",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",8,118,16,"become hungry","experience pain","physiological","physiological",FALSE,NA,14,"11",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",8,119,31,"feel scared","experience pain","physiological","physiological",FALSE,NA,14,"12",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",8,120,16,"hear something","experience pain","cognitive","physiological",FALSE,NA,14,"13",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",8,121,30,"see something","experience pain","cognitive","physiological",FALSE,NA,14,"14",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",8,122,16,"remember something","experience pain","cognitive","physiological",FALSE,NA,14,"15",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",9,123,81,"choose what to do","reach for something","cognitive","physical",FALSE,NA,15,"0",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",9,124,100,"reach for something","reach for something","physical","physical",FALSE,NA,15,"1",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",9,125,78,"get tired","reach for something","physiological","physical",FALSE,NA,15,"2",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",9,126,74,"think about something","reach for something","cognitive","physical",FALSE,NA,15,"3",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",9,127,21,"kick something","reach for something","physical","physical",FALSE,NA,15,"4",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",9,128,88,"hear something","reach for something","cognitive","physical",FALSE,NA,15,"5",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",9,129,71,"remember something","reach for something","cognitive","physical",FALSE,NA,15,"6",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",9,130,82,"become hungry","reach for something","physiological","physical",FALSE,NA,15,"7",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",9,131,69,"experience pain","reach for something","physiological","physical",FALSE,NA,15,"8",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",9,132,22,"sit down","reach for something","physical","physical",FALSE,NA,15,"9",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",9,133,75,"feel scared","reach for something","physiological","physical",FALSE,NA,15,"10",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",9,134,74,"jump up and down","reach for something","physical","physical",FALSE,NA,15,"11",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",9,135,89,"get sick","reach for something","physiological","physical",FALSE,NA,15,"12",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",9,136,74,"see something","reach for something","cognitive","physical",FALSE,NA,15,"13",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",9,137,72,"take a walk","reach for something","physical","physical",FALSE,NA,15,"14",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",10,138,86,"experience pain","feel scared","physiological","physiological",FALSE,NA,16,"0",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",10,139,70,"choose what to do","feel scared","cognitive","physiological",FALSE,NA,16,"1",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",10,140,61,"sit down","feel scared","physical","physiological",FALSE,NA,16,"2",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",10,141,36,"take a walk","feel scared","physical","physiological",FALSE,NA,16,"3",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",10,142,24,"think about something","feel scared","cognitive","physiological",FALSE,NA,16,"4",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",10,143,38,"see something","feel scared","cognitive","physiological",FALSE,NA,16,"5",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",10,144,0,NA,NA,NA,NA,TRUE,NA,16,"6",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",10,145,74,"get tired","feel scared","physiological","physiological",FALSE,NA,16,"7",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",10,146,26,"become hungry","feel scared","physiological","physiological",FALSE,NA,16,"8",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",10,147,37,"reach for something","feel scared","physical","physiological",FALSE,NA,16,"9",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",10,148,14,"jump up and down","feel scared","physical","physiological",FALSE,NA,16,"10",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",10,149,37,"feel scared","feel scared","physiological","physiological",FALSE,NA,16,"11",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",10,150,69,"kick something","feel scared","physical","physiological",FALSE,NA,16,"12",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",10,151,67,"get sick","feel scared","physiological","physiological",FALSE,NA,16,"13",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",10,152,35,"remember something","feel scared","cognitive","physiological",FALSE,NA,16,"14",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",10,153,35,"hear something","feel scared","cognitive","physiological",FALSE,NA,16,"15",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",11,154,100,"hear something","hear something","cognitive","cognitive",FALSE,NA,17,"0",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",11,155,63,"remember something","hear something","cognitive","cognitive",FALSE,NA,17,"1",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",11,156,64,"kick something","hear something","physical","cognitive",FALSE,NA,17,"2",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",11,157,76,"feel scared","hear something","physiological","cognitive",FALSE,NA,17,"3",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",11,158,62,"get tired","hear something","physiological","cognitive",FALSE,NA,17,"4",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",11,159,74,"see something","hear something","cognitive","cognitive",FALSE,NA,17,"5",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",11,160,65,"jump up and down","hear something","physical","cognitive",FALSE,NA,17,"6",NA,NA,NA
"2024-12-14_17-13-10_B123286873C8481988A52420BF087B2C.csv","causation","second",11,161,61,"reach for something","hear something","physical","cognitive",FALSE,NA,17,"7",NA,NA,NA
