"filename","trial_type","trial_type_order","trial_index","question_index","response","itemA","itemB","categoryA","categoryB","attention_check","correct_response","original_trial_index","original_question_index","x","y","item"
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",1,15,100,"feel hungry","think about something","physiological","cognitive",FALSE,NA,4,"14",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",2,16,74,"feel tired","remember something","physiological","cognitive",FALSE,NA,5,"0",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",2,17,75,"reach for something","remember something","physical","cognitive",FALSE,NA,5,"1",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",2,18,75,"sit down","remember something","physical","cognitive",FALSE,NA,5,"2",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",2,19,100,"remember something","remember something","cognitive","cognitive",FALSE,NA,5,"3",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",2,20,76,"see something","remember something","cognitive","cognitive",FALSE,NA,5,"4",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",2,21,74,"think about something","remember something","cognitive","cognitive",FALSE,NA,5,"5",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",2,22,75,"hear something","remember something","cognitive","cognitive",FALSE,NA,5,"6",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",2,23,75,"feel scared","remember something","physiological","cognitive",FALSE,NA,5,"7",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",2,24,51,"jump up and down","remember something","physical","cognitive",FALSE,NA,5,"8",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",2,25,51,"kick something","remember something","physical","cognitive",FALSE,NA,5,"9",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",2,26,100,"feel hungry","remember something","physiological","cognitive",FALSE,NA,5,"10",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",2,27,100,"feel sick","remember something","physiological","cognitive",FALSE,NA,5,"11",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",2,28,51,"take a walk","remember something","physical","cognitive",FALSE,NA,5,"12",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",2,29,74,"feel pain","remember something","physiological","cognitive",FALSE,NA,5,"13",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",2,30,76,"choose what to do","remember something","cognitive","cognitive",FALSE,NA,5,"14",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",3,31,17,"feel hungry","feel sick","physiological","physiological",FALSE,NA,6,"0",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",3,32,1,"sit down","feel sick","physical","physiological",FALSE,NA,6,"1",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",3,33,76,"choose what to do","feel sick","cognitive","physiological",FALSE,NA,6,"2",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",3,34,100,"feel pain","feel sick","physiological","physiological",FALSE,NA,6,"3",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",3,35,100,"feel sick","feel sick","physiological","physiological",FALSE,NA,6,"4",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",3,36,65,"remember something","feel sick","cognitive","physiological",FALSE,NA,6,"5",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",3,37,69,"feel tired","feel sick","physiological","physiological",FALSE,NA,6,"6",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",3,38,63,"kick something","feel sick","physical","physiological",FALSE,NA,6,"7",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",3,39,67,"feel scared","feel sick","physiological","physiological",FALSE,NA,6,"8",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",3,40,59,"hear something","feel sick","cognitive","physiological",FALSE,NA,6,"9",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",3,41,69,"think about something","feel sick","cognitive","physiological",FALSE,NA,6,"10",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",3,42,79,"see something","feel sick","cognitive","physiological",FALSE,NA,6,"11",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",3,43,3,"reach for something","feel sick","physical","physiological",FALSE,NA,6,"12",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",3,44,73,"take a walk","feel sick","physical","physiological",FALSE,NA,6,"13",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",3,45,61,"jump up and down","feel sick","physical","physiological",FALSE,NA,6,"14",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",4,46,57,"feel hungry","sit down","physiological","physical",FALSE,NA,7,"0",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",4,47,54,"see something","sit down","cognitive","physical",FALSE,NA,7,"1",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",4,48,100,"sit down","sit down","physical","physical",FALSE,NA,7,"2",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",4,49,56,"remember something","sit down","cognitive","physical",FALSE,NA,7,"3",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",4,50,0,NA,NA,NA,NA,TRUE,NA,7,"4",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",4,51,100,"feel tired","sit down","physiological","physical",FALSE,NA,7,"5",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",4,52,12,"reach for something","sit down","physical","physical",FALSE,NA,7,"6",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",4,53,46,"hear something","sit down","cognitive","physical",FALSE,NA,7,"7",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",4,54,37,"kick something","sit down","physical","physical",FALSE,NA,7,"8",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",4,55,82,"take a walk","sit down","physical","physical",FALSE,NA,7,"9",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",4,56,63,"choose what to do","sit down","cognitive","physical",FALSE,NA,7,"10",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",4,57,82,"jump up and down","sit down","physical","physical",FALSE,NA,7,"11",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",4,58,57,"feel scared","sit down","physiological","physical",FALSE,NA,7,"12",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",4,59,65,"think about something","sit down","cognitive","physical",FALSE,NA,7,"13",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",4,60,88,"feel pain","sit down","physiological","physical",FALSE,NA,7,"14",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",4,61,86,"feel sick","sit down","physiological","physical",FALSE,NA,7,"15",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",5,62,71,"feel tired","reach for something","physiological","physical",FALSE,NA,8,"0",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",5,63,77,"think about something","reach for something","cognitive","physical",FALSE,NA,8,"1",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",5,64,67,"feel scared","reach for something","physiological","physical",FALSE,NA,8,"2",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",5,65,66,"remember something","reach for something","cognitive","physical",FALSE,NA,8,"3",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",5,66,77,"sit down","reach for something","physical","physical",FALSE,NA,8,"4",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",5,67,27,"jump up and down","reach for something","physical","physical",FALSE,NA,8,"5",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",5,68,83,"feel hungry","reach for something","physiological","physical",FALSE,NA,8,"6",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",5,69,65,"feel sick","reach for something","physiological","physical",FALSE,NA,8,"7",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",5,70,67,"feel pain","reach for something","physiological","physical",FALSE,NA,8,"8",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",5,71,56,"see something","reach for something","cognitive","physical",FALSE,NA,8,"9",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",5,72,54,"kick something","reach for something","physical","physical",FALSE,NA,8,"10",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",5,73,100,"reach for something","reach for something","physical","physical",FALSE,NA,8,"11",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",5,74,59,"take a walk","reach for something","physical","physical",FALSE,NA,8,"12",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",5,75,70,"choose what to do","reach for something","cognitive","physical",FALSE,NA,8,"13",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",5,76,65,"hear something","reach for something","cognitive","physical",FALSE,NA,8,"14",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",6,77,64,"choose what to do","see something","cognitive","cognitive",FALSE,NA,9,"0",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",6,78,97,"take a walk","see something","physical","cognitive",FALSE,NA,9,"1",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",6,79,62,"feel tired","see something","physiological","cognitive",FALSE,NA,9,"2",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",6,80,70,"feel scared","see something","physiological","cognitive",FALSE,NA,9,"3",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",6,81,57,"kick something","see something","physical","cognitive",FALSE,NA,9,"4",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",6,82,53,"feel pain","see something","physiological","cognitive",FALSE,NA,9,"5",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",6,83,59,"remember something","see something","cognitive","cognitive",FALSE,NA,9,"6",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",6,84,100,"see something","see something","cognitive","cognitive",FALSE,NA,9,"7",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",6,85,56,"feel sick","see something","physiological","cognitive",FALSE,NA,9,"8",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",6,86,59,"sit down","see something","physical","cognitive",FALSE,NA,9,"9",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",6,87,54,"hear something","see something","cognitive","cognitive",FALSE,NA,9,"10",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",6,88,63,"feel hungry","see something","physiological","cognitive",FALSE,NA,9,"11",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",6,89,74,"think about something","see something","cognitive","cognitive",FALSE,NA,9,"12",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",6,90,100,"reach for something","see something","physical","cognitive",FALSE,NA,9,"13",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",6,91,57,"jump up and down","see something","physical","cognitive",FALSE,NA,9,"14",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",7,92,44,"feel hungry","take a walk","physiological","physical",FALSE,NA,10,"0",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",7,93,42,"feel scared","take a walk","physiological","physical",FALSE,NA,10,"1",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",7,94,40,"hear something","take a walk","cognitive","physical",FALSE,NA,10,"2",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",7,95,7,"sit down","take a walk","physical","physical",FALSE,NA,10,"3",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",7,96,59,"reach for something","take a walk","physical","physical",FALSE,NA,10,"4",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",7,97,42,"feel sick","take a walk","physiological","physical",FALSE,NA,10,"5",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",7,98,36,"feel pain","take a walk","physiological","physical",FALSE,NA,10,"6",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",7,99,73,"choose what to do","take a walk","cognitive","physical",FALSE,NA,10,"7",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",7,100,77,"think about something","take a walk","cognitive","physical",FALSE,NA,10,"8",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",7,101,32,"feel tired","take a walk","physiological","physical",FALSE,NA,10,"9",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",7,102,53,"remember something","take a walk","cognitive","physical",FALSE,NA,10,"10",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",7,103,100,"take a walk","take a walk","physical","physical",FALSE,NA,10,"11",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",7,104,37,"jump up and down","take a walk","physical","physical",FALSE,NA,10,"12",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",7,105,56,"see something","take a walk","cognitive","physical",FALSE,NA,10,"13",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",7,106,35,"kick something","take a walk","physical","physical",FALSE,NA,10,"14",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",8,107,69,"feel scared","hear something","physiological","cognitive",FALSE,NA,11,"0",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",8,108,54,"remember something","hear something","cognitive","cognitive",FALSE,NA,11,"1",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",8,109,75,NA,NA,NA,NA,TRUE,75,11,"2",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",8,110,38,"feel tired","hear something","physiological","cognitive",FALSE,NA,11,"3",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",8,111,41,"sit down","hear something","physical","cognitive",FALSE,NA,11,"4",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",8,112,59,"feel sick","hear something","physiological","cognitive",FALSE,NA,11,"5",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",8,113,85,"take a walk","hear something","physical","cognitive",FALSE,NA,11,"6",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",8,114,55,"feel pain","hear something","physiological","cognitive",FALSE,NA,11,"7",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",8,115,70,"see something","hear something","cognitive","cognitive",FALSE,NA,11,"8",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",8,116,83,"kick something","hear something","physical","cognitive",FALSE,NA,11,"9",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",8,117,60,"think about something","hear something","cognitive","cognitive",FALSE,NA,11,"10",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",8,118,56,"jump up and down","hear something","physical","cognitive",FALSE,NA,11,"11",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",8,119,55,"reach for something","hear something","physical","cognitive",FALSE,NA,11,"12",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",8,120,100,"hear something","hear something","cognitive","cognitive",FALSE,NA,11,"13",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",8,121,55,"choose what to do","hear something","cognitive","cognitive",FALSE,NA,11,"14",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",8,122,64,"feel hungry","hear something","physiological","cognitive",FALSE,NA,11,"15",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",9,123,100,"feel hungry","feel hungry","physiological","physiological",FALSE,NA,12,"0",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",9,124,49,"feel sick","feel hungry","physiological","physiological",FALSE,NA,12,"1",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",9,125,16,"feel pain","feel hungry","physiological","physiological",FALSE,NA,12,"2",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",9,126,82,"take a walk","feel hungry","physical","physiological",FALSE,NA,12,"3",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",9,127,78,"think about something","feel hungry","cognitive","physiological",FALSE,NA,12,"4",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",9,128,58,"feel tired","feel hungry","physiological","physiological",FALSE,NA,12,"5",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",9,129,62,"sit down","feel hungry","physical","physiological",FALSE,NA,12,"6",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",9,130,62,"choose what to do","feel hungry","cognitive","physiological",FALSE,NA,12,"7",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",9,131,55,"reach for something","feel hungry","physical","physiological",FALSE,NA,12,"8",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",9,132,73,"remember something","feel hungry","cognitive","physiological",FALSE,NA,12,"9",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",9,133,3,"feel scared","feel hungry","physiological","physiological",FALSE,NA,12,"10",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",9,134,52,"hear something","feel hungry","cognitive","physiological",FALSE,NA,12,"11",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",9,135,52,"see something","feel hungry","cognitive","physiological",FALSE,NA,12,"12",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",9,136,84,"jump up and down","feel hungry","physical","physiological",FALSE,NA,12,"13",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",9,137,13,"kick something","feel hungry","physical","physiological",FALSE,NA,12,"14",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",10,138,58,"hear something","feel tired","cognitive","physiological",FALSE,NA,13,"0",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",10,139,99,"jump up and down","feel tired","physical","physiological",FALSE,NA,13,"1",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",10,140,63,"choose what to do","feel tired","cognitive","physiological",FALSE,NA,13,"2",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",10,141,62,"remember something","feel tired","cognitive","physiological",FALSE,NA,13,"3",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",10,142,75,"feel hungry","feel tired","physiological","physiological",FALSE,NA,13,"4",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",10,143,0,NA,NA,NA,NA,TRUE,NA,13,"5",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",10,144,100,"feel sick","feel tired","physiological","physiological",FALSE,NA,13,"6",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",10,145,100,"feel pain","feel tired","physiological","physiological",FALSE,NA,13,"7",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",10,146,59,"feel scared","feel tired","physiological","physiological",FALSE,NA,13,"8",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",10,147,100,"take a walk","feel tired","physical","physiological",FALSE,NA,13,"9",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",10,148,9,"sit down","feel tired","physical","physiological",FALSE,NA,13,"10",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",10,149,74,"kick something","feel tired","physical","physiological",FALSE,NA,13,"11",NA,NA,NA
"2024-12-11_14-30-23_BA4EF214B91B4AD190868670C4CC1F5A.csv","causation","first",10,150,58,"see something","feel tired","cognitive","physiological",FALSE,NA,13,"12",NA,NA,NA
