"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","correct_response_attn","selected_choice","itemB","causal_itemA","similarity_itemA","feedback","age","ethnicity","gender","race"
"","","","","","html-button-response","10","2.0.0","236673","4C81EAACF45F43F4A1E2AE4B332C10D9","aacef44a-be27-4716-a215-cd701e27f26c","6ff407c9-ec46-4f43-bd76-d89747851545","","3891","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>take a walk</strong>. <br>Which of these two other abilities do you think the creature would also have?</p>","1","","similarity","","<p style=""font-size: 20px;"">The ability to <strong>jump up and down</strong></p>","take a walk","think about something","jump up and down","","","","",""
"","","","","","html-button-response","11","2.0.0","239861","4C81EAACF45F43F4A1E2AE4B332C10D9","aacef44a-be27-4716-a215-cd701e27f26c","6ff407c9-ec46-4f43-bd76-d89747851545","","3186","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>kick something</strong>. <br>Which of these two other abilities do you think the creature would also have?</p>","1","","similarity","","<p style=""font-size: 20px;"">The ability to <strong>jump up and down</strong></p>","kick something","think about something","jump up and down","","","","",""
"","","","","","html-button-response","12","2.0.0","243396","4C81EAACF45F43F4A1E2AE4B332C10D9","aacef44a-be27-4716-a215-cd701e27f26c","6ff407c9-ec46-4f43-bd76-d89747851545","","3534","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>get tired</strong>. <br>Which of these two other abilities do you think the creature would also have?</p>","0","","similarity","","<p style=""font-size: 20px;"">The ability to <strong>jump up and down</strong></p>","get tired","jump up and down","feel scared","","","","",""
"","","","","","html-button-response","13","2.0.0","247042","4C81EAACF45F43F4A1E2AE4B332C10D9","aacef44a-be27-4716-a215-cd701e27f26c","6ff407c9-ec46-4f43-bd76-d89747851545","","3644","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>become hungry</strong>. <br>Which of these two other abilities do you think the creature would also have?</p>","1","","similarity","","<p style=""font-size: 20px;"">The ability to <strong>experience pain</strong></p>","become hungry","take a walk","experience pain","","","","",""
"","","","","","html-button-response","14","2.0.0","253215","4C81EAACF45F43F4A1E2AE4B332C10D9","aacef44a-be27-4716-a215-cd701e27f26c","6ff407c9-ec46-4f43-bd76-d89747851545","","6172","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>feel scared</strong>. <br>Which of these two other abilities do you think the creature would also have?</p>","1","","similarity","","<p style=""font-size: 20px;"">The ability to <strong>see something</strong></p>","feel scared","see something","become hungry","","","","",""
"","","","","","html-button-response","15","2.0.0","255842","4C81EAACF45F43F4A1E2AE4B332C10D9","aacef44a-be27-4716-a215-cd701e27f26c","6ff407c9-ec46-4f43-bd76-d89747851545","","2626","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>hear something</strong>. <br>Which of these two other abilities do you think the creature would also have?</p>","1","","similarity","","<p style=""font-size: 20px;"">The ability to <strong>see something</strong></p>","hear something","take a walk","see something","","","","",""
"","","","","","html-button-response","16","2.0.0","258129","4C81EAACF45F43F4A1E2AE4B332C10D9","aacef44a-be27-4716-a215-cd701e27f26c","6ff407c9-ec46-4f43-bd76-d89747851545","","2285","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>get sick</strong>. <br>Which of these two other abilities do you think the creature would also have?</p>","0","","similarity","","<p style=""font-size: 20px;"">The ability to <strong>get tired</strong></p>","get sick","see something","get tired","","","","",""
"","","","","","html-button-response","17","2.0.0","261447","4C81EAACF45F43F4A1E2AE4B332C10D9","aacef44a-be27-4716-a215-cd701e27f26c","6ff407c9-ec46-4f43-bd76-d89747851545","","3316","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>think about something</strong>. <br>Which of these two other abilities do you think the creature would also have?</p>","0","","similarity","","<p style=""font-size: 20px;"">The ability to <strong>remember something</strong></p>","think about something","take a walk","remember something","","","","",""
"","","","","","html-button-response","18","2.0.0","265395","4C81EAACF45F43F4A1E2AE4B332C10D9","aacef44a-be27-4716-a215-cd701e27f26c","6ff407c9-ec46-4f43-bd76-d89747851545","","3947","<p style=""font-size: 25px;"">Suppose someone told you about a creature that could <strong>remember something</strong>. <br>Which of these two other abilities do you think the creature would also have?</p>","0","","similarity","","<p style=""font-size: 20px;"">The ability to <strong>think about something</strong></p>","remember something","take a walk","think about something","","","","",""
"","","","","","instructions","19","2.0.0","269052","4C81EAACF45F43F4A1E2AE4B332C10D9","aacef44a-be27-4716-a215-cd701e27f26c","6ff407c9-ec46-4f43-bd76-d89747851545","","3657","","","[{""page_index"":0,""viewing_time"":3657}]","","","","","","","","","","",""
"","","","","","survey-html-form","20","2.0.0","282790","4C81EAACF45F43F4A1E2AE4B332C10D9","aacef44a-be27-4716-a215-cd701e27f26c","6ff407c9-ec46-4f43-bd76-d89747851545","demographics_survey","13736","","{""feedback"":"""",""age"":""58"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}","","","","","","","","","58","Non-Hispanic","Male","White"
