"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","correct_response_attn","selected_choice","itemB","causal_itemA","similarity_itemA","feedback","age","ethnicity","gender","race"
"","","","","","html-button-response","10","2.0.0","94881","D6B20D6728ED4ABDA63FE7177E3CE6D6","6aa2a300-1f1b-49a9-a4c8-90b0814592ca","6ff407c9-ec46-4f43-bd76-d89747851545","","4686","<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>sit down</strong>?</p>","0","","intervention","","<p style=""font-size: 20px;"">I would make them <strong>experience pain</strong></p>","sit down","experience pain","jump up and down","","","","",""
"","","","","","html-button-response","11","2.0.0","100518","D6B20D6728ED4ABDA63FE7177E3CE6D6","6aa2a300-1f1b-49a9-a4c8-90b0814592ca","6ff407c9-ec46-4f43-bd76-d89747851545","","5637","<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>get tired</strong>?</p>","0","","intervention","","<p style=""font-size: 20px;"">I would make them <strong>jump up and down</strong></p>","get tired","jump up and down","feel scared","","","","",""
"","","","","","html-button-response","12","2.0.0","107722","D6B20D6728ED4ABDA63FE7177E3CE6D6","6aa2a300-1f1b-49a9-a4c8-90b0814592ca","6ff407c9-ec46-4f43-bd76-d89747851545","","7203","<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>kick something</strong>?</p>","0","","intervention","","<p style=""font-size: 20px;"">I would make them <strong>jump up and down</strong></p>","kick something","think about something","jump up and down","","","","",""
"","","","","","html-button-response","13","2.0.0","114079","D6B20D6728ED4ABDA63FE7177E3CE6D6","6aa2a300-1f1b-49a9-a4c8-90b0814592ca","6ff407c9-ec46-4f43-bd76-d89747851545","","6355","<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>become hungry</strong>?</p>","1","","intervention","","<p style=""font-size: 20px;"">I would make them <strong>take a walk</strong></p>","become hungry","take a walk","experience pain","","","","",""
"","","","","","html-button-response","14","2.0.0","118282","D6B20D6728ED4ABDA63FE7177E3CE6D6","6aa2a300-1f1b-49a9-a4c8-90b0814592ca","6ff407c9-ec46-4f43-bd76-d89747851545","","4202","<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>experience pain</strong>?</p>","0","","intervention","","<p style=""font-size: 20px;"">I would make them <strong>kick something</strong></p>","experience pain","kick something","feel scared","","","","",""
"","","","","","html-button-response","15","2.0.0","124753","D6B20D6728ED4ABDA63FE7177E3CE6D6","6aa2a300-1f1b-49a9-a4c8-90b0814592ca","6ff407c9-ec46-4f43-bd76-d89747851545","","6470","<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>reach for something</strong>?</p>","0","","intervention","","<p style=""font-size: 20px;"">I would make them <strong>become hungry</strong></p>","reach for something","become hungry","kick something","","","","",""
"","","","","","html-button-response","16","2.0.0","128474","D6B20D6728ED4ABDA63FE7177E3CE6D6","6aa2a300-1f1b-49a9-a4c8-90b0814592ca","6ff407c9-ec46-4f43-bd76-d89747851545","","3720","<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>see something</strong>?</p>","1","","intervention","","<p style=""font-size: 20px;"">I would make them <strong>take a walk</strong></p>","see something","take a walk","hear something","","","","",""
"","","","","","html-button-response","17","2.0.0","137778","D6B20D6728ED4ABDA63FE7177E3CE6D6","6aa2a300-1f1b-49a9-a4c8-90b0814592ca","6ff407c9-ec46-4f43-bd76-d89747851545","","9303","<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>get sick</strong>?</p>","0","","intervention","","<p style=""font-size: 20px;"">I would make them <strong>see something</strong></p>","get sick","see something","get tired","","","","",""
"","","","","","html-button-response","18","2.0.0","146051","D6B20D6728ED4ABDA63FE7177E3CE6D6","6aa2a300-1f1b-49a9-a4c8-90b0814592ca","6ff407c9-ec46-4f43-bd76-d89747851545","","8273","<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>choose what to do</strong>?</p>","1","","intervention","","<p style=""font-size: 20px;"">I would make them <strong>remember something</strong></p>","choose what to do","feel scared","remember something","","","","",""
"","","","","","instructions","19","2.0.0","149954","D6B20D6728ED4ABDA63FE7177E3CE6D6","6aa2a300-1f1b-49a9-a4c8-90b0814592ca","6ff407c9-ec46-4f43-bd76-d89747851545","","3902","","","[{""page_index"":0,""viewing_time"":3902}]","","","","","","","","","","",""
"","","","","","survey-html-form","20","2.0.0","160498","D6B20D6728ED4ABDA63FE7177E3CE6D6","6aa2a300-1f1b-49a9-a4c8-90b0814592ca","6ff407c9-ec46-4f43-bd76-d89747851545","demographics_survey","10542","","{""feedback"":"""",""age"":""39"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}","","","","","","","","","39","Non-Hispanic","Female","White"
