"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","correct_response_attn","selected_choice","itemB","causal_itemA","similarity_itemA","feedback","age","ethnicity","gender","race"
"","","","","","html-button-response","10","2.0.0","56684","A15E8EC9A50D47D1989F6AB6B05E3235","0f15d947-5819-4e64-832b-392808f811e4","6ff407c9-ec46-4f43-bd76-d89747851545","","4598","<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>hear something</strong>?</p>","1","","intervention","","<p style=""font-size: 20px;"">I would make them <strong>take a walk</strong></p>","hear something","take a walk","see something","","","","",""
"","","","","","html-button-response","11","2.0.0","59833","A15E8EC9A50D47D1989F6AB6B05E3235","0f15d947-5819-4e64-832b-392808f811e4","6ff407c9-ec46-4f43-bd76-d89747851545","","3148","<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>think about something</strong>?</p>","1","","intervention","","<p style=""font-size: 20px;"">I would make them <strong>remember something</strong></p>","think about something","take a walk","remember something","","","","",""
"","","","","","html-button-response","12","2.0.0","62250","A15E8EC9A50D47D1989F6AB6B05E3235","0f15d947-5819-4e64-832b-392808f811e4","6ff407c9-ec46-4f43-bd76-d89747851545","","2415","<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>get tired</strong>?</p>","1","","intervention","","<p style=""font-size: 20px;"">I would make them <strong>jump up and down</strong></p>","get tired","jump up and down","feel scared","","","","",""
"","","","","","html-button-response","13","2.0.0","65133","A15E8EC9A50D47D1989F6AB6B05E3235","0f15d947-5819-4e64-832b-392808f811e4","6ff407c9-ec46-4f43-bd76-d89747851545","","2881","<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>experience pain</strong>?</p>","0","","intervention","","<p style=""font-size: 20px;"">I would make them <strong>kick something</strong></p>","experience pain","kick something","feel scared","","","","",""
"","","","","","html-button-response","14","2.0.0","73767","A15E8EC9A50D47D1989F6AB6B05E3235","0f15d947-5819-4e64-832b-392808f811e4","6ff407c9-ec46-4f43-bd76-d89747851545","","8632","<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>take a walk</strong>?</p>","1","","intervention","","<p style=""font-size: 20px;"">I would make them <strong>jump up and down</strong></p>","take a walk","think about something","jump up and down","","","","",""
"","","","","","html-button-response","15","2.0.0","78299","A15E8EC9A50D47D1989F6AB6B05E3235","0f15d947-5819-4e64-832b-392808f811e4","6ff407c9-ec46-4f43-bd76-d89747851545","","4531","<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>choose what to do</strong>?</p>","1","","intervention","","<p style=""font-size: 20px;"">I would make them <strong>remember something</strong></p>","choose what to do","feel scared","remember something","","","","",""
"","","","","","html-button-response","16","2.0.0","80649","A15E8EC9A50D47D1989F6AB6B05E3235","0f15d947-5819-4e64-832b-392808f811e4","6ff407c9-ec46-4f43-bd76-d89747851545","","2349","<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>see something</strong>?</p>","0","","intervention","","<p style=""font-size: 20px;"">I would make them <strong>take a walk</strong></p>","see something","take a walk","hear something","","","","",""
"","","","","","html-button-response","17","2.0.0","83699","A15E8EC9A50D47D1989F6AB6B05E3235","0f15d947-5819-4e64-832b-392808f811e4","6ff407c9-ec46-4f43-bd76-d89747851545","","3048","<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>kick something</strong>?</p>","1","","intervention","","<p style=""font-size: 20px;"">I would make them <strong>jump up and down</strong></p>","kick something","think about something","jump up and down","","","","",""
"","","","","","html-button-response","18","2.0.0","85816","A15E8EC9A50D47D1989F6AB6B05E3235","0f15d947-5819-4e64-832b-392808f811e4","6ff407c9-ec46-4f43-bd76-d89747851545","","2115","<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>become hungry</strong>?</p>","0","","intervention","","<p style=""font-size: 20px;"">I would make them <strong>take a walk</strong></p>","become hungry","take a walk","experience pain","","","","",""
"","","","","","instructions","19","2.0.0","90648","A15E8EC9A50D47D1989F6AB6B05E3235","0f15d947-5819-4e64-832b-392808f811e4","6ff407c9-ec46-4f43-bd76-d89747851545","","4832","","","[{""page_index"":0,""viewing_time"":4832}]","","","","","","","","","","",""
"","","","","","survey-html-form","20","2.0.0","130346","A15E8EC9A50D47D1989F6AB6B05E3235","0f15d947-5819-4e64-832b-392808f811e4","6ff407c9-ec46-4f43-bd76-d89747851545","demographics_survey","39689","","{""feedback"":""I don't have any comments regarding this study."",""age"":""33"",""gender"":""Female"",""other_gender"":"""",""race"":""Black/African American"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}","","","","","","","","I don't have any comments regarding this study.","33","Non-Hispanic","Female","Black/African American"
