"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","correct_response_attn","selected_choice","itemB","causal_itemA","similarity_itemA","feedback","age","ethnicity","gender","race"
"","","","","","html-button-response","10","2.0.0","133395","78A80DD289D442C09F8ED5FD1FE7D3A9","65fae0eb-2bdc-47c9-a34b-1cd4aa4526f8","438dfc85-4f35-4972-9d30-7683fe55dded","","4135","<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>think about something</strong>?</p>","0","","intervention","","<p style=""font-size: 20px;"">I would make them <strong>remember something</strong></p>","think about something","take a walk","remember something","","","","",""
"","","","","","html-button-response","11","2.0.0","140787","78A80DD289D442C09F8ED5FD1FE7D3A9","65fae0eb-2bdc-47c9-a34b-1cd4aa4526f8","438dfc85-4f35-4972-9d30-7683fe55dded","","7391","<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>jump up and down</strong>?</p>","1","","intervention","","<p style=""font-size: 20px;"">I would make them <strong>think about something</strong></p>","jump up and down","think about something","sit down","","","","",""
"","","","","","html-button-response","12","2.0.0","144099","78A80DD289D442C09F8ED5FD1FE7D3A9","65fae0eb-2bdc-47c9-a34b-1cd4aa4526f8","438dfc85-4f35-4972-9d30-7683fe55dded","","3311","<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>choose what to do</strong>?</p>","0","","intervention","","<p style=""font-size: 20px;"">I would make them <strong>remember something</strong></p>","choose what to do","feel scared","remember something","","","","",""
"","","","","","html-button-response","13","2.0.0","147795","78A80DD289D442C09F8ED5FD1FE7D3A9","65fae0eb-2bdc-47c9-a34b-1cd4aa4526f8","438dfc85-4f35-4972-9d30-7683fe55dded","","3695","<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>kick something</strong>?</p>","0","","intervention","","<p style=""font-size: 20px;"">I would make them <strong>think about something</strong></p>","kick something","think about something","jump up and down","","","","",""
"","","","","","html-button-response","14","2.0.0","153507","78A80DD289D442C09F8ED5FD1FE7D3A9","65fae0eb-2bdc-47c9-a34b-1cd4aa4526f8","438dfc85-4f35-4972-9d30-7683fe55dded","","5712","<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>hear something</strong>?</p>","1","","intervention","","<p style=""font-size: 20px;"">I would make them <strong>take a walk</strong></p>","hear something","take a walk","see something","","","","",""
"","","","","","html-button-response","15","2.0.0","155771","78A80DD289D442C09F8ED5FD1FE7D3A9","65fae0eb-2bdc-47c9-a34b-1cd4aa4526f8","438dfc85-4f35-4972-9d30-7683fe55dded","","2263","<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>take a walk</strong>?</p>","0","","intervention","","<p style=""font-size: 20px;"">I would make them <strong>think about something</strong></p>","take a walk","think about something","jump up and down","","","","",""
"","","","","","html-button-response","16","2.0.0","158899","78A80DD289D442C09F8ED5FD1FE7D3A9","65fae0eb-2bdc-47c9-a34b-1cd4aa4526f8","438dfc85-4f35-4972-9d30-7683fe55dded","","3128","<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>see something</strong>?</p>","1","","intervention","","<p style=""font-size: 20px;"">I would make them <strong>take a walk</strong></p>","see something","take a walk","hear something","","","","",""
"","","","","","html-button-response","17","2.0.0","160939","78A80DD289D442C09F8ED5FD1FE7D3A9","65fae0eb-2bdc-47c9-a34b-1cd4aa4526f8","438dfc85-4f35-4972-9d30-7683fe55dded","","2039","<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>feel scared</strong>?</p>","0","","intervention","","<p style=""font-size: 20px;"">I would make them <strong>see something</strong></p>","feel scared","see something","become hungry","","","","",""
"","","","","","html-button-response","18","2.0.0","162555","78A80DD289D442C09F8ED5FD1FE7D3A9","65fae0eb-2bdc-47c9-a34b-1cd4aa4526f8","438dfc85-4f35-4972-9d30-7683fe55dded","","1615","<p style=""font-size: 25px;"">Which of these actions would you do to make someone <strong>experience pain</strong>?</p>","1","","intervention","","<p style=""font-size: 20px;"">I would make them <strong>kick something</strong></p>","experience pain","kick something","feel scared","","","","",""
"","","","","","instructions","19","2.0.0","166219","78A80DD289D442C09F8ED5FD1FE7D3A9","65fae0eb-2bdc-47c9-a34b-1cd4aa4526f8","438dfc85-4f35-4972-9d30-7683fe55dded","","3663","","","[{""page_index"":0,""viewing_time"":3663}]","","","","","","","","","","",""
"","","","","","survey-html-form","20","2.0.0","180149","78A80DD289D442C09F8ED5FD1FE7D3A9","65fae0eb-2bdc-47c9-a34b-1cd4aa4526f8","438dfc85-4f35-4972-9d30-7683fe55dded","demographics_survey","13928","","{""feedback"":""No comments."",""age"":""44"",""gender"":""Male"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}","","","","","","","","No comments.","44","Non-Hispanic","Male","White"
